,Category,Message,preprocessed_text,true_label,predicted_label,error_type,message_length,word_count,has_url,has_digit,has_spam_keyword
23,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft i finish my lunch then i go str down lor ard 3 smth lor u finish ur lunch already,ham,ham,correct,88,20,False,True,False
3836,ham,I'm thinking that chennai forgot to come for auction..,im thinking that chennai forgot to come for auction,ham,ham,correct,54,9,False,False,False
5294,spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,xmas iscoming ur awarded either [money] cd gift vouchers free entry 2 r [money] weekly draw txt music to 87066 tnc [url],spam,spam,correct,154,24,True,True,True
964,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad which gymnastics class do you wanna take the site says christians class is full,ham,ham,correct,90,16,False,False,False
5551,ham,Wen did you get so spiritual and deep. That's great,wen did you get so spiritual and deep thats great,ham,ham,correct,51,10,False,False,False
4588,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ill see if i can swing by in a bit got some things to take care of here firsg,ham,ham,correct,79,19,False,False,True
5164,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r yours call [phone] now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,spam,spam,correct,160,26,False,True,True
1764,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joys father is john then john is the name of joys father mandan,ham,ham,correct,67,13,False,False,False
3165,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,ham,ham,correct,148,30,False,False,True
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,ham,ham,correct,156,32,False,False,True
5048,ham,Hmmm.still we dont have opener?,hmmmstill we dont have opener,ham,ham,correct,31,5,False,False,False
4525,ham,I've sent ü my part..,ive sent ü my part,ham,ham,correct,21,5,False,False,False
5409,ham,There is a first time for everything :),there is a first time for everything,ham,ham,correct,39,8,False,False,False
3366,ham,"Sorry, I'll call later",sorry ill call later,ham,ham,correct,22,4,False,False,True
4310,ham,He dint tell anything. He is angry on me that why you told to abi.,he dint tell anything he is angry on me that why you told to abi,ham,ham,correct,66,15,False,False,False
3198,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,so its to be poking man everyday that they teach you in canada abi how are you just saying hi,ham,ham,correct,96,20,False,False,False
1277,ham,Can do lor...,can do lor,ham,ham,correct,13,3,False,False,False
3012,ham,"Hm good morning, headache anyone? :-)",hm good morning headache anyone,ham,ham,correct,37,6,False,False,False
1843,ham,Are you comingdown later?,are you comingdown later,ham,ham,correct,25,4,False,False,False
569,ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love it daddy will make you scream with pleasure i am going to slap your ass with my dick,ham,ham,correct,92,19,False,False,False
2446,ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,ham,ham,correct,183,35,False,False,False
3338,ham,I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,ham,ham,correct,34,8,False,False,False
4334,ham,Y bishan lei... I tot ü say lavender?,y bishan lei i tot ü say lavender,ham,ham,correct,37,8,False,False,False
3503,ham,I will come to ur home now,i will come to ur home now,ham,ham,correct,26,7,False,False,False
1614,ham,Thnx dude. u guys out 2nite?,thnx dude u guys out 2nite,ham,ham,correct,28,6,False,True,False
1524,ham,Yup ok thanx...,yup ok thanx,ham,ham,correct,15,3,False,False,False
998,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,ham,ham,correct,147,31,False,False,False
3567,ham,Its ok..come to my home it vl nice to meet and v can chat..,its okcome to my home it vl nice to meet and v can chat,ham,ham,correct,59,14,False,False,False
1782,ham,";-( oh well, c u later",oh well c u later,ham,ham,correct,22,6,False,False,False
1430,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,for sale arsenal dartboard good condition but no doubles or trebles,spam,ham,false_negative,71,12,False,False,False
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.,no problem with the renewal ill do it right away but i dont know his details,ham,ham,correct,79,16,False,False,False
1973,ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,yes but can we meet in town cos will go to gep and then home you could text at bus stop and dont worry well have finished by march … ish,ham,ham,correct,141,31,False,False,True
1078,ham,"Yep, by the pretty sculpture",yep by the pretty sculpture,ham,ham,correct,28,5,False,False,False
2476,ham,Mm i am on the way to railway,mm i am on the way to railway,ham,ham,correct,29,8,False,False,False
3278,ham,Its a great day. Do have yourself a beautiful one.,its a great day do have yourself a beautiful one,ham,ham,correct,50,10,False,False,False
5080,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards,ham,ham,correct,93,20,False,True,False
2229,ham,Those were my exact intentions,those were my exact intentions,ham,ham,correct,30,5,False,False,False
3141,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs 150p inc vat 2 cancel text stop,spam,ham,false_negative,144,33,False,True,True
98,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u,ham,ham,correct,178,38,False,False,False
1157,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey something came up last min think i wun be signing up tmr hee,ham,ham,correct,70,14,False,False,False
856,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,spam,ham,false_negative,144,28,False,True,False
1859,ham,"Sir, i am waiting for your call.",sir i am waiting for your call,ham,ham,correct,32,7,False,False,True
2976,ham,"Don't worry, * is easy once have ingredients!",dont worry is easy once have ingredients,ham,ham,correct,45,8,False,False,False
4991,spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phony [money] award todays voda numbers ending xxxx are selected to receive a [money] award if you have a match please call [phone] quoting claim code 3100 standard rates app,spam,spam,correct,175,31,False,True,True
3222,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services [phone],spam,spam,correct,157,24,False,True,True
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully if tyler cant do it i could maybe ask around a bit,ham,ham,correct,67,14,False,False,False
4147,ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,i cant wait for cornwall hope tonight isnt too bad as well but its rock night shite anyway im going for a kip now have a good night speak to you soon,ham,ham,correct,157,32,False,False,False
4983,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept i thinkthis time ltgt pm is not dangerous,ham,ham,correct,57,10,False,False,False
5359,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,this is ur face test 1 2 3 4 5 6 7 8 9 ltgt select any number i will tell ur face astrology am waiting quick reply,ham,ham,correct,133,30,False,True,True
1461,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,ham,ham,correct,144,25,False,False,False
2240,ham,Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after ltgt so only,ham,ham,correct,51,10,False,False,False
3498,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served,ham,ham,correct,121,24,False,False,False
3606,ham,Jordan got voted out last nite!,jordan got voted out last nite,ham,ham,correct,31,6,False,False,False
2005,ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",goodmorning today i am late for ltdecimalgt min,ham,ham,correct,54,8,False,False,False
5315,ham,Hahaha..use your brain dear,hahahause your brain dear,ham,ham,correct,27,4,False,False,False
1357,ham,U ned to convince him tht its not possible witot hurting his feeling its the main,u ned to convince him tht its not possible witot hurting his feeling its the main,ham,ham,correct,81,16,False,False,False
3798,ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,ham,ham,correct,180,26,False,False,False
151,ham,The wine is flowing and i'm i have nevering..,the wine is flowing and im i have nevering,ham,ham,correct,45,9,False,False,True
270,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,spam,spam,correct,133,24,False,False,True
2413,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over,spam,spam,correct,158,28,False,True,False
1269,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,can u get 2 phone now i wanna chat 2 set up meet call me now on [phone] u can cum here 2moro luv jane xx calls [money] minmoremobsemspobox45po139wa,spam,ham,false_negative,146,27,False,True,True
3741,ham,No da. . Vijay going to talk in jaya tv,no da vijay going to talk in jaya tv,ham,ham,correct,39,10,False,False,False
1935,ham,Hope you are having a great day.,hope you are having a great day,ham,ham,correct,32,7,False,False,False
1773,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,ham,ham,correct,156,33,False,False,False
5452,ham,What???? Hello wats talks email address?,what hello wats talks email address,ham,ham,correct,40,6,False,False,False
3639,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",customer service announcement we recently tried to make a delivery to you but were unable to do so please call [phone] to reschedule ref9307622,spam,ham,false_negative,152,24,False,True,True
3294,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,a little meds say take once every 8 hours its only been 5 but pain is back so i took another hope i dont die,ham,ham,correct,114,25,False,True,False
1554,ham,Ok how you dear. Did you call chechi,ok how you dear did you call chechi,ham,ham,correct,36,8,False,False,True
654,ham,Fine i miss you very much.,fine i miss you very much,ham,ham,correct,26,6,False,False,False
3252,ham,"I‘ll leave around four, ok?",i‘ll leave around four ok,ham,ham,correct,27,5,False,False,False
1299,ham,Your daily text from me – a favour this time,your daily text from me – a favour this time,ham,ham,correct,44,10,False,False,False
3225,ham,Sorry da thangam.it's my mistake.,sorry da thangamits my mistake,ham,ham,correct,33,5,False,False,False
5460,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on [phone],spam,spam,correct,157,27,False,True,True
3961,ham,I sent lanre fakeye's Eckankar details to the mail box,i sent lanre fakeyes eckankar details to the mail box,ham,ham,correct,54,10,False,False,False
4278,ham,I'm glad. You are following your dreams.,im glad you are following your dreams,ham,ham,correct,40,7,False,False,True
1467,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,ham,ham,correct,174,26,False,False,False
185,ham,Going on nothing great.bye,going on nothing greatbye,ham,ham,correct,26,4,False,False,False
4889,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,ham,ham,correct,166,36,False,False,False
4417,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,ham,ham,correct,149,30,False,False,False
2255,ham,Ok. Me watching tv too.,ok me watching tv too,ham,ham,correct,23,5,False,False,False
658,ham,You will be in the place of that man,you will be in the place of that man,ham,ham,correct,36,9,False,False,False
2820,ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,dont forget who owns you and whos private property you are and be my good boy always passionate kiss,ham,ham,correct,111,21,False,False,False
4802,ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me im nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired,ham,ham,correct,240,48,False,False,True
4274,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park,ham,ham,correct,106,22,False,False,False
1169,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok now i am in bus if i come soon i will come otherwise tomorrow,ham,ham,correct,71,18,False,False,False
1312,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r too much close to my heart if u go away i will be shattered plz stay with me,ham,ham,correct,83,20,False,False,False
977,ham,Ok i shall talk to him,ok i shall talk to him,ham,ham,correct,22,6,False,False,False
3727,ham,No chikku nt yet.. Ya i'm free,no chikku nt yet ya im free,ham,ham,correct,30,7,False,False,True
4513,ham,Now project pa. After that only i can come.,now project pa after that only i can come,ham,ham,correct,43,9,False,False,False
3370,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry ive not gone to that place ill do so tomorrow really sorry,ham,ham,correct,69,13,False,False,False
2222,ham,I notice you like looking in the shit mirror youre turning into a right freak,i notice you like looking in the shit mirror youre turning into a right freak,ham,ham,correct,77,15,False,False,False
1673,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent we are trying to contact u todays draw shows that you have won a [money] prize guaranteed call [phone] from land line claim a21 valid 12hrs only,spam,spam,correct,157,28,False,True,True
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,httptms widelivecomindex wmlid820554ad0a1705572711firsttrue¡c c ringtone¡,spam,spam,correct,83,5,True,True,False
4519,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,that sucks so what do you got planned for your yo valentine i am your yo valentine arent i,ham,ham,correct,94,19,False,False,False
4405,ham,"Sorry, I'll call later  &lt;#&gt; mins",sorry ill call later ltgt mins,ham,ham,correct,38,6,False,False,True
3360,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call lets talk when you have the time im on [phone],spam,ham,false_negative,78,15,False,True,True
3809,ham,Mm you ask him to come its enough :-),mm you ask him to come its enough,ham,ham,correct,37,9,False,False,False
3710,ham,Ok.ok ok..then..whats ur todays plan,okok okthenwhats ur todays plan,ham,ham,correct,36,5,False,False,False
5516,ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ya im referin to meis ex wat no ah waitin 4 u to treat somebody shld b rich liaoso gd den u dun have to work frm tmr onwards,ham,ham,correct,139,29,False,True,False
3703,ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you,ham,ham,correct,158,38,False,False,False
4216,ham,No dear i was sleeping :-P,no dear i was sleeping p,ham,ham,correct,26,6,False,False,False
3497,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday may u find ur prince charming soon n dun work too hard,ham,ham,correct,75,14,False,False,False
5177,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",very strange and are watching the 2nd one now but im in bed sweet dreams miss u,ham,ham,correct,85,17,False,True,False
5040,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,ham,ham,correct,98,21,False,False,False
5300,ham,I can't make it tonight,i cant make it tonight,ham,ham,correct,23,5,False,False,False
386,ham,It took Mr owl 3 licks,it took mr owl 3 licks,ham,ham,correct,22,6,False,True,False
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,ham,ham,correct,95,22,False,True,False
5286,ham,I'm still pretty weak today .. Bad day ?,im still pretty weak today bad day,ham,ham,correct,40,9,False,False,False
399,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india,ham,ham,correct,204,30,False,False,False
3121,ham,Good evening! this is roger. How are you?,good evening this is roger how are you,ham,ham,correct,41,8,False,False,False
1587,ham,There are no other charges after transfer charges and you can withdraw anyhow you like,there are no other charges after transfer charges and you can withdraw anyhow you like,ham,ham,correct,86,15,False,False,False
4465,ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj and deepak 5min hold,ham,ham,correct,44,8,False,True,False
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning,ham,ham,correct,104,16,False,False,False
5488,ham,K. I will sent it again,k i will sent it again,ham,ham,correct,23,6,False,False,False
4527,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",i want some cock my hubbys away i need a real man 2 satisfy me txt wife to 89938 for no strings action txt stop 2 end txt rec [money] ea otbox 731 la1 7ws,spam,ham,false_negative,162,35,False,True,True
4856,ham,Same to u...,same to u,ham,ham,correct,12,3,False,False,False
3288,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",the gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard,ham,ham,correct,132,27,False,False,False
505,spam,#ERROR!,error,spam,ham,false_negative,7,1,False,False,False
2080,ham,I can take you at like noon,i can take you at like noon,ham,ham,correct,27,7,False,False,False
1000,ham,"Aight will do, thanks again for comin out",aight will do thanks again for comin out,ham,ham,correct,41,8,False,False,False
4395,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake up i miss you i crave you i need you,ham,ham,correct,60,14,False,False,False
3464,ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,i am seeking a lady in the street and a freak in the sheets is that you,ham,ham,correct,73,17,False,False,False
169,ham,Great escape. I fancy the bridge but needs her lager. See you tomo,great escape i fancy the bridge but needs her lager see you tomo,ham,ham,correct,66,13,False,False,False
846,ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhile in the shit suite xavier decided to give us ltgt seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit also i dont think doug realizes i dont live here anymore,ham,ham,correct,231,41,False,False,False
3038,ham,Cos darren say ü considering mah so i ask ü...,cos darren say ü considering mah so i ask ü,ham,ham,correct,46,10,False,False,False
3124,ham,He telling not to tell any one. If so treat for me hi hi hi,he telling not to tell any one if so treat for me hi hi hi,ham,ham,correct,59,15,False,False,False
3306,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet,ham,ham,correct,320,43,False,True,False
3799,ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb ltgt is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr,ham,ham,correct,165,38,False,True,False
3437,ham,If india win or level series means this is record:),if india win or level series means this is record,ham,ham,correct,51,10,False,False,True
1054,ham,Jay's getting really impatient and belligerent,jays getting really impatient and belligerent,ham,ham,correct,46,6,False,False,False
3456,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,no need lar jus testing e phone card dunno network not gd i thk me waiting 4 my sis 2 finish bathing so i can bathe dun disturb u liao u cleaning ur room,ham,ham,correct,158,34,False,True,False
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),kthen come wenever u lik to come and also tel vikky to come by getting free time,ham,ham,correct,87,17,False,False,True
3380,ham,Dear umma she called me now :-),dear umma she called me now,ham,ham,correct,31,7,False,False,True
2953,ham,Tell me whos this pls:-),tell me whos this pls,ham,ham,correct,24,5,False,False,False
4616,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b,spam,spam,correct,108,20,False,True,True
785,ham,Dont think so. It turns off like randomlly within 5min of opening,dont think so it turns off like randomlly within 5min of opening,ham,ham,correct,65,12,False,True,False
751,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",do you realize that in about 40 years well have thousands of old ladies running around with tattoos,spam,ham,false_negative,102,18,False,True,False
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no in luton [phone] ring me if ur around h,ham,ham,correct,51,11,False,True,False
3531,ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",tyler getting an 8th has to leave not long after 9 can you get here in like an hour,ham,ham,correct,87,19,False,True,False
284,ham,Okie...,okie,ham,ham,correct,7,1,False,False,False
3003,ham,"Excellent, I'll see what riley's plans are",excellent ill see what rileys plans are,ham,ham,correct,42,7,False,False,False
389,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on [phone] to update now or2stoptxt,spam,spam,correct,155,26,False,True,True
77,ham,I like you peoples very much:) but am very shy pa.,i like you peoples very much but am very shy pa,ham,ham,correct,50,11,False,False,False
2552,ham,I'm done. C ü there.,im done c ü there,ham,ham,correct,20,5,False,False,False
1140,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,ham,ham,correct,152,21,False,False,False
1314,ham,How abt making some of the pics bigger?,how abt making some of the pics bigger,ham,ham,correct,39,8,False,False,False
3140,ham,Is ur lecture over?,is ur lecture over,ham,ham,correct,19,4,False,False,False
2356,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello my love how went your day are you alright i think of you my sweet and send a jolt to your heart to remind you i love you can you hear it i screamed it across the sea for all the world to hear ahmad al hallaq is loved and owned possessive passionate kiss,ham,ham,correct,281,62,False,False,False
1519,ham,Shall i ask one thing if you dont mistake me.,shall i ask one thing if you dont mistake me,ham,ham,correct,45,10,False,False,False
5399,ham,And he's apparently bffs with carly quick now,and hes apparently bffs with carly quick now,ham,ham,correct,45,8,False,False,False
3250,ham,"Sorry, I can't help you on this.",sorry i cant help you on this,ham,ham,correct,32,7,False,False,False
3015,ham,I might go 2 sch. Yar at e salon now v boring.,i might go 2 sch yar at e salon now v boring,ham,ham,correct,46,12,False,True,False
5332,ham,I think steyn surely get one wicket:),i think steyn surely get one wicket,ham,ham,correct,37,7,False,False,False
745,ham,Men like shorter ladies. Gaze up into his eyes.,men like shorter ladies gaze up into his eyes,ham,ham,correct,47,9,False,False,False
1128,ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gayd,ham,ham,correct,121,23,False,False,False
4586,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on [phone] stopsms [phone] 150ppm,spam,spam,correct,158,24,False,True,True
2772,ham,Then ur sis how?,then ur sis how,ham,ham,correct,16,4,False,False,False
3429,ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,hi darlin did youphone me im athome if youwanna chat,ham,ham,correct,54,10,False,False,False
4457,ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",if you want to mapquest it or something look up usf dogwood drive thats the tiny street where the parking lot is,ham,ham,correct,116,22,False,False,False
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,x course it 2yrs just so her messages on messenger lik you r sending me,ham,ham,correct,72,15,False,True,False
3552,ham,I love you both too :-),i love you both too,ham,ham,correct,23,6,False,False,False
